QPS,pruning_ratio,recall,nprobe,gamma,total_distance_computation,actual_distance_computation
328.013497473134,0.9605896606445312,0.3798,100,0.6,29103.808,1075.692
240.41763833673775,0.9750655517578125,0.3926,200,0.6,56256.448,1329.59
92.12918800486716,0.9845591430664062,0.4044,400,0.6,109515.2,1624.74
74.39235394260122,0.9885364990234375,0.409,600,0.6,162945.984,1810.2
145.9959424841348,0.9907990112304688,0.4116,800,0.6,217129.664,1948.188
115.98805758032933,0.992293212890625,0.4132,1000,0.6,272319.296,2056.756
107.23012002051388,0.993365966796875,0.4144,1200,0.6,328529.088,2144.67
114.27190830662778,0.9941786499023437,0.4146,1400,0.6,385958.592,2218.516
106.69905497029941,0.9948232421875,0.4152,1600,0.6,444584.256,2278.872
481.78770025649834,0.9605896606445312,0.3798,100,0.6,29103.808,1075.692
291.6301402170672,0.9750655517578125,0.3926,200,0.6,56256.448,1329.59
231.86247140625397,0.9845591430664062,0.4044,400,0.6,109515.2,1624.74
189.96435867490396,0.9885364990234375,0.409,600,0.6,162945.984,1810.2
228.8544335941379,0.9907990112304688,0.4116,800,0.6,217129.664,1948.188
216.9544492818573,0.992293212890625,0.4132,1000,0.6,272319.296,2056.756
159.1371853578601,0.993365966796875,0.4144,1200,0.6,328529.088,2144.67
149.02794913604876,0.9941786499023437,0.4146,1400,0.6,385958.592,2218.516
80.24593193709664,0.9948232421875,0.4152,1600,0.6,444584.256,2278.872
863.4526214201428,0.9605896606445312,0.3798,100,0.6,29103.808,1075.692
297.2457928311552,0.9750655517578125,0.3926,200,0.6,56256.448,1329.59
189.1637843905638,0.9845591430664062,0.4044,400,0.6,109515.2,1624.74
224.09360599463048,0.9885364990234375,0.409,600,0.6,162945.984,1810.2
159.9351825188034,0.9907990112304688,0.4116,800,0.6,217129.664,1948.188
167.25711512995343,0.992293212890625,0.4132,1000,0.6,272319.296,2056.756
105.72123145368357,0.993365966796875,0.4144,1200,0.6,328529.088,2144.67
140.45505613274284,0.9941786499023437,0.4146,1400,0.6,385958.592,2218.516
101.17697880614125,0.9948232421875,0.4152,1600,0.6,444584.256,2278.872
168.05928592882367,0.8612735595703125,0.5442,100,0.4,29103.808,3817.072
129.78326033631416,0.8998406372070312,0.5604,200,0.4,56256.448,5370.25
92.952132810948,0.9289732055664063,0.5754,400,0.4,109515.2,7500.454
83.87480722590884,0.9427085571289062,0.5812,600,0.4,162945.984,9069.06
71.17314676030388,0.9511505126953125,0.584,800,0.4,217129.664,10361.018
55.30640613795957,0.9570711669921875,0.5858,1000,0.4,272319.296,11469.83
52.58995798198896,0.9615559692382812,0.587,1200,0.4,328529.088,12437.862
46.143846590861585,0.9651179809570313,0.5876,1400,0.4,385958.592,13301.766
39.68012005270697,0.9680614624023437,0.5884,1600,0.4,444584.256,14066.03
